sld,occurrence_count,words,word_count,length,vowels,consonants,vowel_percentage
financialeducatorscouncil,13152,"['financial', 'educators', 'council']",3,25,11,14,44.0
cribl-staging,13152,"['crib', 'staging']",2,13,3,10,23.08
taiwansunpower,13151,"['taiwan', 'sun', 'power']",3,14,6,8,42.86
wonogirisukses,13140,"['won', 'iris', 'ses']",3,14,6,8,42.86
commuterbagpro,13138,"['commuter', 'bag', 'pro']",3,14,5,9,35.71
diversphotoweb,13137,"['divers', 'photo', 'web']",3,14,5,9,35.71
veiligbevestigen,13128,"['veil', 'vestige']",2,16,7,9,43.75
babygalerie-crivitz,13128,"['baby', 'galerie', 'rivi']",3,19,7,12,36.84
brisatelevision,13116,"['bris', 'television']",2,15,7,8,46.67
ireland-hotels,13102,"['ireland', 'hotels']",2,14,5,9,35.71
drizkl-elmutx,13101,['mut'],1,13,3,10,23.08
doktortakvimi,13099,"['doktor', 'tak', 'vim']",3,13,5,8,38.46
gregorysporleder,13096,"['gregory', 'porl', 'eder']",3,16,5,11,31.25
engagereagent,13095,"['engage', 'reagent']",2,13,6,7,46.15
reunionmanager,13093,"['reunion', 'manager']",2,14,7,7,50.0
callumpalmer17,13092,"['callum', 'palmer']",2,14,4,10,28.57
new-delhi-hotels,13087,"['new', 'delhi', 'hotels']",3,16,5,11,31.25
descargartorrent,13080,"['scar', 'gar', 'torrent']",3,16,5,11,31.25
thecoffeenerd,13069,"['the', 'coffee', 'nerd']",3,13,5,8,38.46
freedomlogicsites,13065,"['freedom', 'logic', 'sites']",3,17,7,10,41.18
chengdecunguan,13056,"['cheng', 'dec', 'guan']",3,14,5,9,35.71
zgqingnianlxs,13053,"['gni', 'anl']",2,13,3,10,23.08
classificadosbr,13051,"['class', 'ica', 'dos']",3,15,5,10,33.33
thunderbirdbroadband,13050,"['thunderbird', 'broadband']",2,20,6,14,30.0
witfar-ochala,13039,"['wit', 'far', 'och']",3,13,5,8,38.46
blackwoodspurs,13035,"['blackwood', 'spurs']",2,14,4,10,28.57
digitalempire,13034,"['digital', 'empire']",2,13,6,7,46.15
waynethomasoakes,13033,"['wayne', 'thomas', 'oakes']",3,16,7,9,43.75
wellnesscoach,13032,"['wellness', 'coach']",2,13,4,9,30.77
stopanchorbabies,13032,"['stop', 'anchor', 'babies']",3,16,6,10,37.5
shoptruevalue,13024,"['shop', 'true', 'value']",3,13,6,7,46.15
videosexyporno,13023,"['video', 'sexy', 'porno']",3,14,6,8,42.86
en-construccio,13020,"['const', 'ruc', 'cio']",3,14,5,9,35.71
weblinkconnect,13017,"['web', 'link', 'connect']",3,14,4,10,28.57
voipinnovations,13013,"['voip', 'innovations']",2,15,7,8,46.67
univ-paris-diderot,13011,"['paris', 'diderot']",2,18,7,11,38.89
hotelsofwisconsin,13011,"['hotels', 'wisconsin']",2,17,6,11,35.29
tradingtrainer,13007,"['trading', 'trainer']",2,14,5,9,35.71
bethaus-speyer,12987,"['beth', 'speyer']",2,14,5,9,35.71
thereadersart,12986,"['the', 'readers', 'art']",3,13,5,8,38.46
advancepaydayplus,12972,"['advance', 'payday', 'plus']",3,17,6,11,35.29
microsoft-pme,12968,['microsoft'],1,13,4,9,30.77
leedsnewmedia,12963,"['leeds', 'new', 'media']",3,13,6,7,46.15
cherrygelinlik,12957,"['cherry', 'gel']",2,14,4,10,28.57
chinafastener,12956,"['china', 'fastener']",2,13,5,8,38.46
allbrittanyhotels,12948,"['all', 'brittany', 'hotels']",3,17,5,12,29.41
southislandnz,12939,"['south', 'island']",2,13,4,9,30.77
energy-courses,12908,"['energy', 'courses']",2,14,5,9,35.71
ohiobesthotels,12893,"['ohio', 'best', 'hotels']",3,14,6,8,42.86
vocationcollege,12888,"['vocation', 'college']",2,15,7,8,46.67
lenoxhillradoilogy,12888,"['lenox', 'hill', 'doi', 'logy']",4,18,7,11,38.89
highlandshotelspage,12864,"['highlands', 'hotels', 'page']",3,19,6,13,31.58
greenlifeadventuresports,12864,"['green', 'life', 'adventure', 'sports']",4,24,9,15,37.5
onlinesolutions,12855,"['online', 'solutions']",2,15,7,8,46.67
san-francisco-bay,12849,"['san', 'francisco', 'bay']",3,17,5,12,29.41
schoolinsites,12849,"['school', 'sites']",2,13,5,8,38.46
insightsquared,12842,"['insight', 'squared']",2,14,5,9,35.71
gatetotrustednetwork,12840,"['gate', 'trusted', 'network']",3,20,7,13,35.0
webserversystems,12832,"['web', 'server', 'systems']",3,16,4,12,25.0
container-dieckhoff,12804,"['container', 'die', 'hoff']",3,19,7,12,36.84
thescoutguide,12795,"['the', 'scout', 'guide']",3,13,6,7,46.15
fasttrackcomm,12792,"['fast', 'track', 'com']",3,13,3,10,23.08
satisfyerstore,12788,"['satisfy', 'store']",2,14,5,9,35.71
mariannehallberg,12779,"['marianne', 'hall', 'berg']",3,16,6,10,37.5
five-starpivot,12769,"['five', 'star', 'pivot']",3,14,5,9,35.71
renaissanceunity,12765,"['renaissance', 'unity']",2,16,7,9,43.75
motionpicturegroup,12756,"['motion', 'picture', 'group']",3,18,8,10,44.44
cmaschoolsatna,12756,"['cma', 'schools', 'tna']",3,14,5,9,35.71
business-trade,12750,"['business', 'trade']",2,14,5,9,35.71
mialojamiento,12747,"['alo', 'jamie']",2,13,7,6,53.85
lakecountrymn,12746,"['lake', 'country']",2,13,4,9,30.77
tvcontinental,12736,['continental'],1,13,4,9,30.77
rosenblumcellars,12735,"['rosenblum', 'cellars']",2,16,5,11,31.25
securityjourney,12734,"['security', 'journey']",2,15,6,9,40.0
wwwlaoniuyingshi,12724,"['www', 'lao', 'niu', 'ying', 'shi']",5,16,6,10,37.5
thecraftproject,12720,"['the', 'craft', 'project']",3,15,4,11,26.67
adios-staging,12712,"['adios', 'staging']",2,13,5,8,38.46
alternativacontable,12710,"['alter', 'nat', 'con', 'table']",4,19,8,11,42.11
103-applefibernet,12709,"['103', 'apple', 'fiber', 'net']",4,17,5,12,29.41
surgeryaccess,12708,"['surgery', 'access']",2,13,4,9,30.77
machineryhostdns,12706,"['machinery', 'host', 'dns']",3,16,4,12,25.0
empirepromotion,12702,"['empire', 'promotion']",2,15,7,8,46.67
pcchomebuilders,12696,"['pcc', 'home', 'builders']",3,15,5,10,33.33
onelink-translations,12694,"['onelink', 'translations']",2,20,7,13,35.0
tophotelsvienna,12690,"['top', 'hotels', 'vienna']",3,15,6,9,40.0
proyectaemprender,12684,"['pro', 'yec', 'tae', 'render']",4,17,6,11,35.29
younglivingconnect,12672,"['young', 'living', 'connect']",3,18,6,12,33.33
yourfantasyfootballpicks,12672,"['your', 'fantasy', 'football', 'picks']",4,24,8,16,33.33
brilliancemodels,12655,"['brilliance', 'models']",2,16,6,10,37.5
directofferxxx,12648,"['direct', 'offer', 'xxx']",3,14,4,10,28.57
paikarymarket,12636,"['pai', 'kary', 'market']",3,13,5,8,38.46
badoexen-bestellsystem,12636,"['bad', 'xen', 'tell', 'system']",4,22,7,15,31.82
unifyprotection,12636,"['unify', 'protection']",2,15,6,9,40.0
needhamluxuryhomes,12633,"['needham', 'luxury', 'homes']",3,18,7,11,38.89
hotels-of-chengdu,12633,"['hotels', 'chengdu']",2,17,5,12,29.41
burkehandling,12626,"['burke', 'handling']",2,13,4,9,30.77
tanzschule-wertenbruch,12612,"['tanz', 'schule', 'rten', 'bruch']",4,22,6,16,27.27
go-nice-hotels,12612,"['nice', 'hotels']",2,14,5,9,35.71
fastboycompany,12609,"['fast', 'boy', 'company']",3,14,4,10,28.57
realfollowers,12599,"['real', 'followers']",2,13,5,8,38.46
spartanapproach,12591,"['spartan', 'approach']",2,15,5,10,33.33
24x7houseplan,12588,"['house', 'plan']",2,13,4,9,30.77
broomfieldvoice,12588,"['broomfield', 'voice']",2,15,7,8,46.67
pornvideospider,12585,"['porn', 'video', 'spider']",3,15,6,9,40.0
jianzhujiancaiwang,12576,"['jian', 'zhu', 'jian', 'cai', 'wang']",5,18,8,10,44.44
nrwestphaliahotels,12573,"['westphalia', 'hotels']",2,18,6,12,33.33
oracleindustry,12565,"['oracle', 'industry']",2,14,5,9,35.71
hotels-tokyo-jp,12551,"['hotels', 'tokyo']",2,15,4,11,26.67
mandygirl-exposed,12546,"['mandy', 'girl', 'exposed']",3,17,5,12,29.41
oldindiannotecoin,12540,"['old', 'indian', 'note', 'coin']",4,17,8,9,47.06
pinetreenetworks,12537,"['pine', 'tree', 'networks']",3,16,6,10,37.5
hairdiagnosis,12534,"['hair', 'diagnosis']",2,13,6,7,46.15
hubspotusercontent-na1,12530,"['hub', 'spot', 'user', 'content']",4,22,7,15,31.82
networkforgood,12525,"['network', 'for', 'good']",3,14,5,9,35.71
backdoorpodcasts,12518,"['backdoor', 'podcasts']",2,16,5,11,31.25
directcolocation,12512,"['direct', 'location']",2,16,7,9,43.75
languedoc-hotels,12505,"['languedoc', 'hotels']",2,16,6,10,37.5
hangzhouhotelsweb,12504,"['hangzhou', 'hotels', 'web']",3,17,6,11,35.29
poweredbyclear,12501,"['powered', 'clear']",2,14,5,9,35.71
hotelsofmaryland,12498,"['hotels', 'maryland']",2,16,5,11,31.25
assistirtvonlinehd,12498,"['assist', 'online']",2,18,6,12,33.33
tamildubmovies,12496,"['tamil', 'dub', 'movies']",3,14,6,8,42.86
hotels-burgas,12495,"['hotels', 'burg']",2,13,4,9,30.77
heliobroadband,12495,"['lio', 'broadband']",2,14,6,8,42.86
motorsykkelsider,12492,"['motors', 'ykk', 'side']",3,16,5,11,31.25
eagledreamhealth,12492,"['eagle', 'dream', 'health']",3,16,7,9,43.75
securehostdns,12483,"['secure', 'host', 'dns']",3,13,4,9,30.77
healthyfoodrecipies,12483,"['healthy', 'food', 'rec', 'pies']",4,19,8,11,42.11
devontophotels,12477,"['devon', 'top', 'hotels']",3,14,5,9,35.71
101kofemashina,12475,"['101', 'fema', 'shina']",3,14,5,9,35.71
wedoitrightmag,12474,"['right', 'mag']",2,14,5,9,35.71
hotelschiangmai,12471,"['hotels', 'chiang', 'mai']",3,15,6,9,40.0
litcoinfaucet,12458,"['lit', 'coin', 'faucet']",3,13,6,7,46.15
forums-actifs,12456,"['forums', 'act']",2,13,4,9,30.77
costa-de-valencia,12453,"['costa', 'valencia']",2,17,7,10,41.18
whoknowsaguyfitness,12450,"['who', 'knows', 'guy', 'fitness']",4,19,6,13,31.58
willitsonline,12446,"['will', 'its', 'online']",3,13,5,8,38.46
krytonitelock,12441,"['nite', 'lock']",2,13,4,9,30.77
sudeste-do-brasil-hoteis,12435,"['sud', 'este', 'brasil', 'hotei']",4,24,9,15,37.5
blackaspenpropertymanagement,12420,"['black', 'aspen', 'property', 'management']",4,28,9,19,32.14
fluginformationen,12408,"['flu', 'information']",2,17,7,10,41.18
illinoisonline,12403,"['illinois', 'online']",2,14,7,7,50.0
madisoncounty,12401,"['madison', 'county']",2,13,5,8,38.46
anytimeaccess,12401,"['anytime', 'access']",2,13,5,8,38.46
churchbooklive,12387,"['church', 'book', 'live']",3,14,5,9,35.71
rush-analytics-test,12384,"['rush', 'analytics', 'test']",3,19,5,14,26.32
sitedesignnyc,12384,"['site', 'design', 'nyc']",3,13,4,9,30.77
mentemilionaria,12377,"['ment', 'emilio', 'nari']",3,15,8,7,53.33
suburbanlandscaping,12374,"['suburban', 'landscaping']",2,19,6,13,31.58
busconegocios,12365,"['bus', 'cone', 'cio']",3,13,6,7,46.15
freeessaywriters,12361,"['free', 'essay', 'writers']",3,16,6,10,37.5
huffingtonpost,12360,"['huffington', 'post']",2,14,4,10,28.57
lame-delegation,12339,"['lame', 'delegation']",2,15,7,8,46.67
catlabroadband,12331,"['cat', 'broadband']",2,14,5,9,35.71
albertahotelsmotels,12327,"['alberta', 'hotels', 'motels']",3,19,7,12,36.84
indiansexvideo,12311,"['indian', 'sex', 'video']",3,14,7,7,50.0
chappellcapital,12307,"['chappell', 'capital']",2,15,5,10,33.33
property-press,12306,"['property', 'press']",2,14,3,11,21.43
official-wedding,12304,"['official', 'wedding']",2,16,6,10,37.5
livecodehosting,12295,"['live', 'code', 'hosting']",3,15,6,9,40.0
webspace-verkauf,12293,"['web', 'space', 'ver', 'auf']",4,16,6,10,37.5
costaazaharhoteles,12288,"['costa', 'aza', 'har', 'hotel']",4,18,8,10,44.44
chicago-metropolitan-area,12288,"['chicago', 'metropolitan', 'area']",3,25,11,14,44.0
girlsgonechild,12267,"['girls', 'gone', 'child']",3,14,4,10,28.57
eriecountygov,12267,"['erie', 'county', 'gov']",3,13,6,7,46.15
manilahotelsphilippines,12261,"['manila', 'hotels', 'philippines']",3,23,9,14,39.13
yantai-salvage,12260,"['yantai', 'salvage']",2,14,6,8,42.86
man-acoustics,12256,"['man', 'acoustics']",2,13,5,8,38.46
curryparadisewitney,12254,"['curry', 'paradise', 'witney']",3,19,7,12,36.84
teamsportsadmin,12254,"['team', 'sports', 'admin']",3,15,5,10,33.33
pessimistsbeware,12253,"['pessimists', 'beware']",2,16,6,10,37.5
taberna-saponaria,12252,"['taber', 'saponaria']",2,17,8,9,47.06
jingcaituijian,12252,"['jing', 'cait', 'jian']",3,14,7,7,50.0
laitilanmetro,12246,"['ilan', 'metro']",2,13,6,7,46.15
orga-products,12240,"['org', 'products']",2,13,4,9,30.77
earlier2response,12240,"['earlier', 'response']",2,16,7,9,43.75
meusjogosonline,12238,"['jogo', 'online']",2,15,7,8,46.67
allpiterhotels,12237,"['all', 'pite', 'hotels']",3,14,5,9,35.71
brazoria-inet,12232,['brazoria'],1,13,6,7,46.15
syringawireless,12229,"['syringa', 'wireless']",2,15,5,10,33.33
cambridgeshireeducationaltrust,12228,"['cambridgeshire', 'educational', 'trust']",3,30,12,18,40.0
hosted-by-eurohoster,12228,"['hosted', 'euro', 'host']",3,20,7,13,35.0
forumchitchat,12227,"['forum', 'chitchat']",2,13,4,9,30.77
surveyanalytics,12226,"['survey', 'analytics']",2,15,5,10,33.33
corfugreecehotels,12225,"['corfu', 'greece', 'hotels']",3,17,7,10,41.18
tipobetyardim,12222,"['tipo', 'bet', 'yard']",3,13,5,8,38.46
farragutwines,12218,"['farragut', 'wines']",2,13,5,8,38.46
hostedincanadasurveys,12211,"['hosted', 'canada', 'surveys']",3,21,8,13,38.1
thefirstrowapp,12204,"['the', 'first', 'row', 'app']",4,14,4,10,28.57
havilandtelco,12195,"['avil', 'and', 'tel']",3,13,5,8,38.46
myaccountsocalgas,12189,"['account', 'cal', 'gas']",3,17,6,11,35.29
affordablemouldings,12186,"['affordable', 'mouldings']",2,19,7,12,36.84
tipsdefitness,12180,"['tips', 'fitness']",2,13,4,9,30.77
rainierconnect,12171,"['rainier', 'connect']",2,14,6,8,42.86
galaxydigitel,12170,"['galaxy', 'digitel']",2,13,5,8,38.46
edgekey-staging,12168,"['edge', 'key', 'staging']",3,15,5,10,33.33
fusionconnect,12168,"['fusion', 'connect']",2,13,5,8,38.46
airconditioner,12166,"['air', 'conditioner']",2,14,7,7,50.0
idlwebclients,12157,"['idl', 'web', 'clients']",3,13,4,9,30.77
fastrootserver,12146,"['fast', 'root', 'server']",3,14,5,9,35.71
mannatreatment,12146,"['manna', 'treatment']",2,14,5,9,35.71
gaoxiaowenxue,12144,"['gao', 'xia', 'owen', 'xue']",4,13,8,5,61.54
wb-siteminder,12141,"['site', 'minder']",2,13,4,9,30.77
indiabangalorehotels,12132,"['india', 'bangalore', 'hotels']",3,20,9,11,45.0
insideoutlifecoach,12132,"['inside', 'out', 'life', 'coach']",4,18,9,9,50.0
callmenowhomeservices,12126,"['call', 'now', 'home', 'services']",4,21,8,13,38.1
evangelizacionvalencia,12120,"['evan', 'geli', 'zac', 'ion', 'valencia']",5,22,11,11,50.0
austinjournlss,12108,"['austin', 'journ']",2,14,5,9,35.71
jweiland-hosting,12105,"['weiland', 'hosting']",2,16,5,11,31.25
starwarskidfan,12096,"['star', 'war', 'skid', 'fan']",4,14,4,10,28.57
ownmyowntruck,12093,"['own', 'own', 'truck']",3,13,3,10,23.08
iwantwireless,12084,"['want', 'wireless']",2,13,5,8,38.46
lossantoslifeitalia,12083,"['los', 'santos', 'life', 'italia']",4,19,9,10,47.37
kimberly-clark,12080,"['kimberly', 'clark']",2,14,3,11,21.43
lovecollection,12077,"['love', 'collection']",2,14,6,8,42.86
meltingpotforum,12072,"['melting', 'pot', 'forum']",3,15,5,10,33.33
demowebsiteworks,12063,"['demo', 'website', 'works']",3,16,6,10,37.5
hdcdatacentre,12061,"['data', 'centre']",2,13,4,9,30.77
rougevalleysiw,12031,"['rouge', 'valleys']",2,14,6,8,42.86
nttlikedomains2,12030,"['ntt', 'like', 'domains']",3,15,5,10,33.33
besthotelsinlouisiana,12021,"['best', 'hotels', 'louisiana']",3,21,10,11,47.62
pussycatdolls,12016,['pussycatdolls'],1,13,3,10,23.08
douglasconnect,12006,"['douglas', 'connect']",2,14,5,9,35.71
matthewwilliamson,12005,"['matthew', 'williamson']",2,17,6,11,35.29
catalogrossii,12004,"['catalog', 'ross']",2,13,6,7,46.15
toprevenuenetwork,12000,"['top', 'revenue', 'network']",3,17,7,10,41.18
asiantigermosquito,11995,"['asian', 'tiger', 'mosquito']",3,18,9,9,50.0
miaoweijianfei,11991,"['miaow', 'eiji', 'fei']",3,14,9,5,64.29
nonlineardynamics,11985,"['nonlinear', 'dynamics']",2,17,6,11,35.29
hotelinmarrakech,11976,"['hotel', 'marrakech']",2,16,6,10,37.5
expat-finance,11952,"['exp', 'finance']",2,13,5,8,38.46
sterlingnetwork,11949,"['sterling', 'network']",2,15,4,11,26.67
go2westernaustralia,11949,"['western', 'australia']",2,19,8,11,42.11
vautronserver,11945,"['vau', 'tron', 'server']",3,13,5,8,38.46
belaastingdienst,11940,"['bela', 'sting', 'dien']",3,16,6,10,37.5
camgirlssexshow,11939,"['cam', 'girls', 'sex', 'show']",4,15,4,11,26.67
lamaisondestravaux,11934,"['lama', 'stra', 'vaux']",3,18,8,10,44.44
ringpublishing,11933,"['ring', 'publishing']",2,14,4,10,28.57
caritas-duesseldorf,11931,"['car', 'due', 'sseldorf']",3,19,7,12,36.84
rto-home-search,11928,"['home', 'search']",2,15,5,10,33.33
camgirl-exposed,11928,"['cam', 'girl', 'exposed']",3,15,5,10,33.33
unitedwireless,11928,"['united', 'wireless']",2,14,6,8,42.86
gorod-masterov-rf,11925,"['rod', 'master']",2,17,5,12,29.41
caiwangschool,11925,"['cai', 'wang', 'school']",3,13,5,8,38.46
streamingaltadefinizione,11923,"['streaming', 'alta', 'def', 'one']",4,24,11,13,45.83
gunpowdergolf,11923,"['gunpowder', 'golf']",2,13,4,9,30.77
hanse-autoteile,11916,"['hanse', 'auto', 'teil']",3,15,8,7,53.33
tripadvisorreview,11900,"['trip', 'advisor', 'review']",3,17,7,10,41.18
hotels-in-hanoi,11892,"['hotels', 'hanoi']",2,15,6,9,40.0
maldivesassetplc,11892,"['maldives', 'asset', 'plc']",3,16,5,11,31.25
follettdestiny,11889,"['follett', 'destiny']",2,14,4,10,28.57
itsallaboutmoney,11887,"['its', 'all', 'about', 'money']",4,16,7,9,43.75
telugusexvideos,11887,"['telugu', 'sex', 'videos']",3,15,7,8,46.67
hausstellingen,11880,"['haus', 'stelling']",2,14,5,9,35.71
chatmosscable,11877,"['chat', 'moss', 'cable']",3,13,4,9,30.77
ghostbustersishiring,11875,"['ghostbusters', 'hiring']",2,20,6,14,30.0
itea2-artemisia,11870,['artemisia'],1,15,8,7,53.33
ruttenparfums,11868,"['rutten', 'parfums']",2,13,4,9,30.77
searchfriendlyvideos,11865,"['search', 'friendly', 'videos']",3,20,7,13,35.0
osaka-hotels-info,11862,"['osaka', 'hotels', 'info']",3,17,7,10,41.18
twincitieshomeexpert,11860,"['twin', 'cities', 'home', 'expert']",4,20,8,12,40.0
santorinihotelsonline,11856,"['santorini', 'hotels', 'online']",3,21,9,12,42.86
healingwithhind,11844,"['healing', 'with', 'hind']",3,15,5,10,33.33
hundeschule-saulheim,11844,"['hun', 'schule', 'saul', 'heim']",4,20,8,12,40.0
bekanntwerden,11844,"['kann', 'werden']",2,13,4,9,30.77
selbsthilfe-community,11841,"['sel', 'bst', 'hil', 'community']",4,21,6,15,28.57
integration-takeaway,11837,"['integration', 'take', 'away']",3,20,9,11,45.0
xuanyangyaoye,11830,"['anyang', 'yao']",2,13,6,7,46.15
yuanquanjiaju,11822,"['yuan', 'quan', 'jia']",3,13,7,6,53.85
tischtennisberlin,11820,"['tisch', 'tennis', 'berlin']",3,17,5,12,29.41
livesexpremium,11820,"['live', 'sex', 'premium']",3,14,6,8,42.86
infinitebidding,11810,"['infinite', 'bidding']",2,15,6,9,40.0
websiteonline,11808,"['website', 'online']",2,13,6,7,46.15
resources-search,11796,"['resources', 'search']",2,16,6,10,37.5
hindisexvideo,11791,"['hindi', 'sex', 'video']",3,13,6,7,46.15
mental-harmony,11790,"['mental', 'harmony']",2,14,4,10,28.57
xcodereleases,11787,"['code', 'releases']",2,13,6,7,46.15
virtuallearning,11776,"['virtual', 'learning']",2,15,6,9,40.0
trolltunga-road,11768,"['troll', 'tung', 'road']",3,15,5,10,33.33
ufosoverarea51,11763,"['ufos', 'over', 'area']",3,14,7,7,50.0
spryserversdc,11760,"['spry', 'servers']",2,13,2,11,15.38
adsconsultancy,11757,"['ads', 'consultancy']",2,14,4,10,28.57
los-angeles-hotel,11754,"['los', 'angeles', 'hotel']",3,17,6,11,35.29
theragunrussia,11754,"['thera', 'gun', 'russia']",3,14,6,8,42.86
greatfamilyescape,11746,"['great', 'family', 'escape']",3,17,7,10,41.18
lighthousedeli,11736,"['lighthouse', 'deli']",2,14,6,8,42.86
grancanaria-hotels,11735,"['gran', 'canaria', 'hotels']",3,18,7,11,38.89
visualizetraffic,11727,"['visualize', 'traffic']",2,16,7,9,43.75
birkenwappen-shelties,11724,"['birk', 'wappen', 'shelties']",3,21,7,14,33.33
pinnacle-solution,11712,"['pinnacle', 'solution']",2,17,7,10,41.18
samsunglaunchsupport,11710,"['samsung', 'launch', 'support']",3,20,6,14,30.0
chaturbategirls,11697,"['chat', 'bate', 'girls']",3,15,5,10,33.33
fuzhuangzhiban,11696,"['zhuang', 'zhi', 'ban']",3,14,5,9,35.71
hotel-wedding,11696,"['hotel', 'wedding']",2,13,4,9,30.77
fengtaiguoyuan,11693,"['feng', 'tai', 'guo', 'yuan']",4,14,7,7,50.0
gdhealthzones,11688,"['health', 'zones']",2,13,4,9,30.77
indianahotelsweb,11682,"['indiana', 'hotels', 'web']",3,16,7,9,43.75
chinashangzheng,11676,"['china', 'shang', 'zheng']",3,15,4,11,26.67
muslimresource,11675,"['muslim', 'resource']",2,14,6,8,42.86
technologiehersteltag,11674,"['techno', 'logie', 'her', 'tel', 'tag']",5,21,8,13,38.1
remont-stroy24,11674,"['mont', 'troy']",2,14,3,11,21.43
bedfordresearcher,11671,"['bedford', 'researcher']",2,17,6,11,35.29
bodylightening,11664,"['body', 'lightening']",2,14,4,10,28.57
yourfreedating,11664,"['your', 'free', 'dating']",3,14,6,8,42.86
spinautomobili,11664,"['spin', 'automobili']",2,14,7,7,50.0
sports-illustrated-magazine,11664,"['sports', 'illustrated', 'magazine']",3,27,9,18,33.33
camscandal-exposed,11658,"['cam', 'scandal', 'exposed']",3,18,6,12,33.33
vermeerlouisiana,11646,"['vermeer', 'louisiana']",2,16,9,7,56.25
findyourmatchnow,11642,"['find', 'your', 'match', 'now']",4,16,5,11,31.25
remax-michigan,11637,"['max', 'michigan']",2,14,5,9,35.71
com-girlfriends,11628,"['com', 'girlfriends']",2,15,4,11,26.67
ddosinternational,11619,"['dos', 'international']",2,17,7,10,41.18
realsexscandals,11619,"['real', 'sex', 'scandals']",3,15,5,10,33.33
hotelsofamsterdam,11617,"['hotels', 'amsterdam']",2,17,6,11,35.29
zwiebelquetsche,11616,"['wie', 'bel', 'que', 'tsch']",4,15,6,9,40.0
mipuertocortes,11610,"['puerto', 'cortes']",2,14,6,8,42.86
ultraconditioning,11592,"['ultra', 'conditioning']",2,17,7,10,41.18
chinaappletree,11580,"['china', 'apple', 'tree']",3,14,6,8,42.86
schneider-druckluft-shop,11565,"['schneider', 'uck', 'luft', 'shop']",4,24,6,18,25.0
investorfriendlyclassifieds,11556,"['investor', 'friendly', 'classifieds']",3,27,9,18,33.33
blackdiamondradio,11549,"['black', 'diamond', 'radio']",3,17,7,10,41.18
sexadultgirls,11531,"['sex', 'adult', 'girls']",3,13,4,9,30.77
dns-solutions,11529,"['dns', 'solutions']",2,13,4,9,30.77
vetsfirstchoice,11512,"['vets', 'first', 'choice']",3,15,5,10,33.33
myvehiclesite,11502,"['vehicle', 'site']",2,13,5,8,38.46
metaverseworld247,11501,"['meta', 'verse', 'world', '247']",4,17,5,12,29.41
imperiosacperu,11500,"['imperio', 'sac', 'peru']",3,14,7,7,50.0
romehotels365,11499,"['rome', 'hotels', '365']",3,13,4,9,30.77
teamsnapsites,11488,"['team', 'snap', 'sites']",3,13,5,8,38.46
hotelmapguide,11481,"['hotel', 'map', 'guide']",3,13,6,7,46.15
babeliciousbabes,11478,"['babe', 'licious', 'babes']",3,16,8,8,50.0
industrialpartner,11478,"['industrial', 'partner']",2,17,6,11,35.29
ingilizcedunyam,11472,"['gili', 'ced', 'yam']",3,15,6,9,40.0
methodsforchange,11470,"['methods', 'for', 'change']",3,16,5,11,31.25
croatiahotel24,11468,"['croatia', 'hotel']",2,14,6,8,42.86
memorialstores,11466,"['memorial', 'stores']",2,14,6,8,42.86
sidezockinglp,11466,"['side', 'king']",2,13,4,9,30.77
delonghiservice,11457,"['long', 'service']",2,15,6,9,40.0
hotelsriodejaneiro,11457,"['hotels', 'rio', 'janeiro']",3,18,9,9,50.0
allxianhotels,11451,"['all', 'xian', 'hotels']",3,13,5,8,38.46
kepner-tregoe,11447,"['ner', 'tre']",2,13,5,8,38.46
hotels-in-rhodes-greece,11445,"['hotels', 'rhodes', 'greece']",3,23,8,15,34.78
wangpolongxia,11444,"['wang', 'long', 'xia']",3,13,5,8,38.46
online-registratie,11436,"['online', 'regis', 'tra', 'tie']",4,18,8,10,44.44
controleplatform,11436,"['control', 'platform']",2,16,5,11,31.25
petralindholm,11434,"['petra', 'lind', 'holm']",3,13,4,9,30.77
hansoninfosys,11427,"['hanson', 'info']",2,13,4,9,30.77
project-virality,11421,"['project', 'viral']",2,16,5,11,31.25
swiss21-commerce,11418,"['swiss', 'commerce']",2,16,4,12,25.0
bitebankwebsites,11415,"['bite', 'bank', 'websites']",3,16,6,10,37.5
empiezatutrabajo,11412,"['pie', 'zat', 'trabajo']",3,16,8,8,50.0
abonamentiptv,11412,"['bona', 'ment', 'iptv']",3,13,5,8,38.46
club-internet,11411,"['club', 'internet']",2,13,4,9,30.77
mortgageautomator,11409,"['mortgage', 'auto', 'mat']",3,17,8,9,47.06
new-image-dental,11388,"['new', 'image', 'dental']",3,16,6,10,37.5
blandineetfab,11381,"['bland', 'eet', 'fab']",3,13,5,8,38.46
frisoverzicht,11367,['over'],1,13,4,9,30.77
achievablecpmrevenue,11360,"['achievable', 'revenue']",2,20,9,11,45.0
camgirls-exposed,11352,"['cam', 'girls', 'exposed']",3,16,5,11,31.25
getnoticedfirst,11346,"['get', 'noticed', 'first']",3,15,5,10,33.33
pierre-schaefer,11343,"['pierre', 'schaefer']",2,15,6,9,40.0
sewingmachinebag,11333,"['sewing', 'machine', 'bag']",3,16,6,10,37.5
autoland-frankbernhard,11328,"['auto', 'land', 'frank', 'bernhard']",4,22,7,15,31.82
zhonghaishenlong,11323,"['zhong', 'hai', 'shen', 'long']",4,16,5,11,31.25
genstarnetcable,11322,"['gen', 'star', 'net', 'cable']",4,15,5,10,33.33
websexcamgirls,11319,"['web', 'sex', 'cam', 'girls']",4,14,4,10,28.57
